,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
0,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1047,Windows Management Instrumentation,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
1,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1047,Windows Management Instrumentation,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
2,veris,1.3.5,action.malware,action.malware.vector.Direct install,Directly installed or inserted by threat agent (after system access),related-to,T1047,Windows Management Instrumentation,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
3,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053,Scheduled Task/Job,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
4,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1053,Scheduled Task/Job,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
5,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053.001,Scheduled Task/Job: At (Linux),9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
6,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053.002,Scheduled Task/Job: At (Windows),9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
7,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053.003,Scheduled Task/Job: Cron,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
8,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053.004,Scheduled Task/Job: Launchd,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
9,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053.005,Scheduled Task/Job: Scheduled Task,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
10,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053.006,Scheduled Task/Job: Systemd Timers,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
11,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1053.007,Scheduled Task/Job: Container Orchestration Job,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
12,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059,Command and Scripting Interpreter,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
13,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059,Command and Scripting Interpreter,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
14,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.001,Command and Scripting Interpreter: PowerShell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
15,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.001,Command and Scripting Interpreter: PowerShell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
16,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.002,Command and Scripting Interpreter: AppleScript,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
17,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.002,Command and Scripting Interpreter: AppleScript,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
18,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.003,Command and Scripting Interpreter: Windows Command Shell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
19,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.003,Command and Scripting Interpreter: Windows Command Shell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
20,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.004,Command and Scripting Interpreter: Unix Shell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
21,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.004,Command and Scripting Interpreter: Unix Shell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
22,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.005,Command and Scripting Interpreter: Visual Basic,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
23,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.005,Command and Scripting Interpreter: Visual Basic,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
24,veris,1.3.5,action.malware,action.malware.vector.Email attachment,Email via user-executed attachment. Child of 'Email',related-to,T1059.005,Command and Scripting Interpreter: Visual Basic,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
25,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.006,Command and Scripting Interpreter: Python,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
26,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.006,Command and Scripting Interpreter: Python,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
27,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.007,Command and Scripting Interpreter: JavaScript,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
28,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.007,Command and Scripting Interpreter: JavaScript,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
29,veris,1.3.5,action.malware,action.malware.vector.Email attachment,Email via user-executed attachment. Child of 'Email',related-to,T1059.007,Command and Scripting Interpreter: JavaScript,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
30,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1059.008,Command and Scripting Interpreter: Network Device CLI,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
31,veris,1.3.5,action.hacking,action.hacking.vector.Command shell,Remote shell,related-to,T1059.008,Command and Scripting Interpreter: Network Device CLI,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
32,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1072,Software Deployment Tools,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
33,veris,1.3.5,action.malware,action.malware.variety.Adminware,"System or network utilities (e.g., PsTools, Netcat)",related-to,T1072,Software Deployment Tools,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
34,veris,1.3.5,action.malware,action.malware.vector.Software update,Included in automated software update,related-to,T1072,Software Deployment Tools,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
35,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1106,Native API,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
36,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1112,Modify Registry,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
37,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1127,Trusted Developer Utilities Proxy Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
38,veris,1.3.5,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1127,Trusted Developer Utilities Proxy Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
39,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1127.001,Tursted Developer Utilities Proxy Execution: MSBuild,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
40,veris,1.3.5,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1127.001,Tursted Developer Utilities Proxy Execution: MSBuild,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
41,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1129,Shared Modules,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
42,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1137,Office Application Startup,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
43,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1137,Office Application Startup,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
44,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1137.001,Office Application Startup: Office Template Macros,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
45,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1137.002,Office Application Startup: Office Test,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
46,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1137.003,Office Application Startup: Outlook Forms,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
47,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1137.004,Office Application Startup: Outlook Home Page,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
48,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1137.005,Office Application Startup: Outlook Rules,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
49,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1187,Forced Authentication,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
50,veris,1.3.5,action.hacking,action.hacking.variety.MitM,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1187,Forced Authentication,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
51,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1202,Indirect Command Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
52,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1216,Signed Script Proxy Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
53,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1216.001,Signed Script Proxy Execution: PubPrn,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
54,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218,Signed Binary Proxy Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
55,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.001,Signed Binary Proxy Execution: Compiled HTML File,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
56,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.002,Signed Binary Proxy Execution: Control Panel,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
57,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.003,Signed Binary Proxy Execution: CMSTP,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
58,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.004,Signed Binary Proxy Execution: InstallUtil,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
59,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.005,Signed Binary Proxy Execution: Mshta,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
60,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.007,Signed Binary Proxy Execution: Msiexec,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
61,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.008,Signed Binary Proxy Execution: Odbcconf,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
62,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.009,Signed Binary Proxy Execution: Regsvcs/Regasm,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
63,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.010,Signed Binary Proxy Execution: Regsvr32,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
64,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.011,Signed Binary Proxy Execution: Rundll32,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
65,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1218.012,Signed Binary Proxy Execution: Verclsid,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
66,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1220,XSL Script Processing,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
67,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1505.001,Server Software Component: SQL Stored Procedures,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
68,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1505.001,Server Software Component: SQL Stored Procedures,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
69,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1505.001,Server Software Component: SQL Stored Procedures,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
70,veris,1.3.5,action.malware,action.malware.variety.Backdoor,Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',related-to,T1505.001,Server Software Component: SQL Stored Procedures,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
71,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1505.002,Server Software Component: Transport Agent,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
72,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1505.002,Server Software Component: Transport Agent,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
73,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1505.002,Server Software Component: Transport Agent,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
74,veris,1.3.5,action.malware,action.malware.variety.Backdoor,Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',related-to,T1505.002,Server Software Component: Transport Agent,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
75,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1529,System Shutdown/Reboot,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
76,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1543,Create or Modify System Process,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
77,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1543,Create or Modify System Process,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
78,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1543,Create or Modify System Process,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
79,veris,1.3.5,action.malware,action.malware.variety.Backdoor,Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',related-to,T1543,Create or Modify System Process,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
80,veris,1.3.5,action.malware,action.malware.variety.Rootkit,Rootkit (maintain local privileges and stealth),related-to,T1543,Create or Modify System Process,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
81,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1543.001,Create or Modify System Process: Launch Agent,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
82,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1543.002,Create or Modify System Process: Systemd Service,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
83,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1543.003,Create or Modify System Process: Windows Service,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
84,veris,1.3.5,action.malware,action.malware.variety.RAT,Remote Access Trojan.  Parent of 'Backdoor' and 'Trojan',related-to,T1543.003,Create or Modify System Process: Windows Service,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
85,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1543.004,Create or Modify System Process: Launch Daemon,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
86,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1547,Boot or Logon Autostart Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
87,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1547,Boot or Logon Autostart Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
88,veris,1.3.5,action.malware,action.malware.variety.Backdoor,Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',related-to,T1547,Boot or Logon Autostart Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
89,veris,1.3.5,attribute.integrity,attribute.integrity.variety.Modify configuration,Modified configuration or services,related-to,T1547,Boot or Logon Autostart Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
90,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1548,Abuse Elevation Control Mechanism,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
91,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1548.001,Abuse Elevation Control Mechanism: Setuid and Setgid,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
92,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
93,veris,1.3.5,action.hacking,action.hacking.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
94,veris,1.3.5,action.malware,action.malware.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1548.002,Abuse Elevation Control Mechanism: Bypass User Account Control,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
95,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
96,veris,1.3.5,action.hacking,action.hacking.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
97,veris,1.3.5,action.malware,action.malware.variety.Client-side attack,"Client-side or browser attack (e.g., redirection, XSS, MitB)",related-to,T1548.003,Abuse Elevation Control Mechanism: Sudo and Sudo Caching,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
98,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1548.004,Abuse Elevation Control Mechanism: Elevated Execution with Prompt,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
99,veris,1.3.5,action.hacking,action.hacking.variety.Exploit misconfig,Exploit a misconfiguration (vs vuln or weakness),related-to,T1548.004,Abuse Elevation Control Mechanism: Elevated Execution with Prompt,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
100,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1559,Inter-Process Communication,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
101,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1559.001,Inter-Process Communication: Component Object Model,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
102,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1559.002,Inter-Process Communication: Dynamic Data Exchange,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
103,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1563,Remote Service Session Hijacking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
104,veris,1.3.5,action.malware,action.malware.vector.Network propagation,Network propagation,related-to,T1563,Remote Service Session Hijacking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
105,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1563.001,Remote Service Session Hijacking: SSH Hijacking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
106,veris,1.3.5,action.malware,action.malware.vector.Network propagation,Network propagation,related-to,T1563.001,Remote Service Session Hijacking: SSH Hijacking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
107,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1563.002,Remote Service Session Hijacking: RDP Hijacking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
108,veris,1.3.5,action.malware,action.malware.vector.Network propagation,Network propagation,related-to,T1563.002,Remote Service Session Hijacking: RDP Hijacking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
109,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564,Hide Artifacts,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
110,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564.001,Hide Artifacts: Hidden Files and Directories,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
111,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564.002,Hide Artifacts: Hidden Users,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
112,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564.003,Hide Artifacts: Hidden Window,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
113,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564.004,Hide Artifacts: NTFS File Attributes,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
114,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564.005,Hide Artifacts: Hidden File System,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
115,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564.006,Hide Artifacts: Run Virtual Instance,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
116,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1564.007,Hide Artifacts: VBA Stomping,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
117,veris,1.3.5,action.malware,action.malware.variety.Trojan,An application which appears legitimate but hides malicious functionality. Child of 'RAT' when combined with 'Backdoor',related-to,T1564.007,Hide Artifacts: VBA Stomping,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
118,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1569,System Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
119,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1569.001,System Services: Launchctl,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
120,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1569.002,System Services: Service Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
121,veris,1.3.5,action.malware,action.malware.vector.Direct install,Directly installed or inserted by threat agent (after system access),related-to,T1569.002,System Services: Service Execution,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
122,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1578,Modify Cloud Computer Infrastructure,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
123,veris,1.3.5,action.hacking,action.hacking.vector.Hypervisor,Hypervisor break-out attack,related-to,T1578,Modify Cloud Computer Infrastructure,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
124,veris,1.3.5,action.hacking,action.hacking.vector.Inter-tenant,Penetration of another VM or web site on shared device or infrastructure,related-to,T1578,Modify Cloud Computer Infrastructure,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
125,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1578.001,Modify Cloud Computer Infrastructure: Create Snapshot,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
126,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1578.002,Modify Cloud Computer Infrastructure: Create Cloud Instance,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
127,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1578.003,Modify Cloud Computer Infrastructure: Delete Cloud Instance,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
128,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1578.004,Modify Cloud Computer Infrastructure: Revert Cloud Instance,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
129,veris,1.3.5,action.hacking,action.hacking.variety.Abuse of functionality,Abuse of functionality,related-to,T1609,Container Administration Command,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
130,veris,1.3.5,action.hacking,action.hacking.variety.Brute force,Brute force or password guessing attacks,related-to,T1110,Brute Force,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
131,veris,1.3.5,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110,Brute Force,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
132,veris,1.3.5,action.hacking,action.hacking.variety.Brute force,Brute force or password guessing attacks,related-to,T1110.001,Brute Force: Password Guessing,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
133,veris,1.3.5,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110.001,Brute Force: Password Guessing,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
134,veris,1.3.5,action.hacking,action.hacking.variety.Brute force,Brute force or password guessing attacks,related-to,T1110.002,Brute Force: Password Cracking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
135,veris,1.3.5,action.hacking,action.hacking.variety.Offline cracking,"Offline password or key cracking (e.g., rainbow tables, Hashcat, JtR)",related-to,T1110.002,Brute Force: Password Cracking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
136,veris,1.3.5,action.malware,action.malware.variety.Brute force,Brute force attack,related-to,T1110.002,Brute Force: Password Cracking,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
