,mapping_framework,mapping_framework_version,capability_group,capability_id,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,score_category,score_value,related_score,references,comments,organization,creation_date,last_update
266,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1591,Gather Victim Org Information,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
267,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1591.001,Gather Victim Org Information: Determine Physical Locations,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
268,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1591.001,Gather Victim Org Information: Determine Physical Locations,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
269,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1591.002,Gather Victim Org Information: Business Relationships,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
270,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1591.002,Gather Victim Org Information: Business Relationships,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
271,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1591.003,Gather Victim Org Information: Identify Business  Tempo,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
272,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1591.003,Gather Victim Org Information: Identify Business  Tempo,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
273,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1591.004,Gather Victim Org Information: Identify Roles,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
274,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1591.004,Gather Victim Org Information: Identify Roles,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
275,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1592,Gather Victim Host Information,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
276,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1592,Gather Victim Host Information,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
277,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1592.001,Gather Victim Host Information: Hardware,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
278,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1592.001,Gather Victim Host Information: Hardware,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
279,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1592.002,Gather Victim Host Information: Software,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
280,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1592.002,Gather Victim Host Information: Software,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
281,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1592.003,Gather Victim Host Information: Firmware,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
282,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1592.003,Gather Victim Host Information: Firmware,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
283,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1592.004,Gather Victim Host Information: Client Configurations,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
284,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1592.004,Gather Victim Host Information: Client Configurations,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
285,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1593,Search Open Websites/Domains,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
286,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1593,Search Open Websites/Domains,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
287,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1593.001,Search Open Websites/Domains: Social Media,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
288,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1593.001,Search Open Websites/Domains: Social Media,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
289,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1593.002,Search Open Websites/Domains: Search Engines,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
290,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1593.002,Search Open Websites/Domains: Search Engines,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
291,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1594,Search Victim-Owned Websites,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
292,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1594,Search Victim-Owned Websites,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
293,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1596,Search Open Technical Databases,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
294,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1596,Search Open Technical Databases,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
295,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1596.001,Search Open Technical Databases: DNS/Passive DNS,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
296,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1596.001,Search Open Technical Databases: DNS/Passive DNS,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
297,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1596.002,Search Open Technical Databases: WHOIS,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
298,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1596.002,Search Open Technical Databases: WHOIS,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
299,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1596.003,Search Open Technical Databases: Digital Certificates,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
300,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1596.003,Search Open Technical Databases: Digital Certificates,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
301,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1596.004,Search Open Technical Databases: CDNs,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
302,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1596.004,Search Open Technical Databases: CDNs,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
303,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1596.005,Search Open Technical Databases: Scan Databases,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
304,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1596.005,Search Open Technical Databases: Scan Databases,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
305,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1597,Search Closed Sources,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
306,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1597,Search Closed Sources,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
307,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1597.001,Search Closed Sources: Threat Intel Vendors,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
308,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1597.001,Search Closed Sources: Threat Intel Vendors,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
309,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1597.002,Search Closed Sources:  Purchase Technical Data,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
310,veris,1.3.5,value_chain.targeting,value_chain.targeting.variety.Organizational Information,"Information on an organization such as org chart, technologies in use, financial assets, etc, used to pick them as a target",related-to,T1597.002,Search Closed Sources:  Purchase Technical Data,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
311,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1602,Data from Configuration Repository,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
312,veris,1.3.5,action.malware,action.malware.variety.Capture stored data,Capture data stored on system disk,related-to,T1602,Data from Configuration Repository,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
313,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1602.001,Data from Configuration Repository: SNMP (MIB Dump),9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
314,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1602.002,Data from Configuration Repository: Network Device Configuration Dump,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
315,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1613,Container and Resource Discovery,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
316,veris,1.3.5,action.hacking,action.hacking.variety.Footprinting,Footprinting and fingerprinting,related-to,T1614,System Location Discovery,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
317,veris,1.3.5,action.hacking,action.hacking.variety.Forced browsing,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1539,Steal Web Session Cookie,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
318,veris,1.3.5,action.hacking,action.hacking.variety.MitM,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1539,Steal Web Session Cookie,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
319,veris,1.3.5,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1539,Steal Web Session Cookie,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
320,veris,1.3.5,action.hacking,action.hacking.variety.Forced browsing,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1583.003,Acquire Infrastructure: Virtual Private Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
321,veris,1.3.5,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1583.003,Acquire Infrastructure: Virtual Private Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
322,veris,1.3.5,value_chain.distribution,value_chain.distribution.variety.Other,"The variety of distribution was known, but is not listed",related-to,T1583.003,Acquire Infrastructure: Virtual Private Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
323,veris,1.3.5,value_chain.non-distribution_services,value_chain.non-distribution services.variety.Other,"The variety of non-distribution service required is known, but is not listed",related-to,T1583.003,Acquire Infrastructure: Virtual Private Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
324,veris,1.3.5,action.hacking,action.hacking.variety.Forced browsing,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1583.004,Acquire Infrastructure: Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
325,veris,1.3.5,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1583.004,Acquire Infrastructure: Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
326,veris,1.3.5,value_chain.distribution,value_chain.distribution.variety.Other,"The variety of distribution was known, but is not listed",related-to,T1583.004,Acquire Infrastructure: Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
327,veris,1.3.5,value_chain.non-distribution_services,value_chain.non-distribution services.variety.Other,"The variety of non-distribution service required is known, but is not listed",related-to,T1583.004,Acquire Infrastructure: Server,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
328,veris,1.3.5,action.hacking,action.hacking.variety.Forced browsing,Forced browsing or predictable resource location. Child of 'Exploit vuln'.,related-to,T1583.006,Acquire Infrastructure: Web Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
329,veris,1.3.5,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1583.006,Acquire Infrastructure: Web Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
330,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1583.006,Acquire Infrastructure: Web Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
331,veris,1.3.5,value_chain.development,value_chain.development.variety.Website,Development of any full website controlled by the attacker,related-to,T1583.006,Acquire Infrastructure: Web Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
332,veris,1.3.5,value_chain.distribution,value_chain.distribution.variety.Other,"The variety of distribution was known, but is not listed",related-to,T1583.006,Acquire Infrastructure: Web Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
333,veris,1.3.5,value_chain.non-distribution_services,value_chain.non-distribution services.variety.Other,"The variety of non-distribution service required is known, but is not listed",related-to,T1583.006,Acquire Infrastructure: Web Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
334,veris,1.3.5,action.hacking,action.hacking.variety.HTTP Response Splitting,HTTP Response Splitting. Child of 'Exploit vuln'.,related-to,T1185,Man in the Browser,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
335,veris,1.3.5,action.hacking,action.hacking.variety.HTTP request smuggling,HTTP request smuggling. Child of 'Exploit vuln'.,related-to,T1185,Man in the Browser,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
336,veris,1.3.5,action.hacking,action.hacking.variety.HTTP request splitting,HTTP request splitting. Child of 'Exploit vuln'.,related-to,T1185,Man in the Browser,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
337,veris,1.3.5,action.hacking,action.hacking.variety.HTTP response smuggling,HTTP response smuggling. Child of 'Exploit vuln'.,related-to,T1185,Man in the Browser,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
338,veris,1.3.5,action.hacking,action.hacking.variety.MitM,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1185,Man in the Browser,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
339,veris,1.3.5,action.hacking,action.hacking.variety.Session fixation,Session fixation. Child of 'Exploit vuln'.,related-to,T1185,Man in the Browser,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
340,veris,1.3.5,action.malware,action.malware.variety.Capture app data,Capture data from application or system process,related-to,T1185,Man in the Browser,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
341,veris,1.3.5,action.hacking,action.hacking.variety.MitM,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557,Man-in-the-Middle,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
342,veris,1.3.5,action.hacking,action.hacking.variety.Routing detour,Routing detour. Child of 'Exploit vuln'.,related-to,T1557,Man-in-the-Middle,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
343,veris,1.3.5,action.hacking,action.hacking.variety.MitM,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557.001,Man-in-the-Middle: LLMNR/NBT-NS Poisoning and Relay,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
344,veris,1.3.5,action.hacking,action.hacking.variety.MitM,Man-in-the-middle attack. Child of 'Exploit vuln'.,related-to,T1557.002,Man-in-the-Middle: ARP Cache Poisoning,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
345,veris,1.3.5,action.hacking,action.hacking.variety.Pass-the-hash,Pass-the-hash,related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
346,veris,1.3.5,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen authentication credentials (including credential stuffing),related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
347,veris,1.3.5,action.malware,action.malware.variety.Password dumper,Password dumper (extract credential hashes),related-to,T1550.002,Use Alternate Authentication Material: Pass the Hash,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
348,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1001,Data Obfuscation,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
349,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1001,Data Obfuscation,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
350,veris,1.3.5,action.malware,action.malware.variety.Unknown,Unknown,related-to,T1001,Data Obfuscation,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
351,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1008,Fallback Channels,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
352,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1008,Fallback Channels,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
353,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1008,Fallback Channels,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
354,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1071,Application Layer Protocol,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
355,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1071,Application Layer Protocol,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
356,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1071,Application Layer Protocol,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
357,veris,1.3.5,action.malware,action.malware.variety.Unknown,Unknown,related-to,T1071,Application Layer Protocol,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
358,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1078,Valid Accounts,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
359,veris,1.3.5,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen authentication credentials (including credential stuffing),related-to,T1078,Valid Accounts,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
360,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1078,Valid Accounts,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
361,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1090,Proxy,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
362,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1090,Proxy,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
363,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1090,Proxy,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
364,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1095,Non-Application Layer Protocol,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
365,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1095,Non-Application Layer Protocol,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
366,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1095,Non-Application Layer Protocol,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
367,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1102,Web Service,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
368,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1102,Web Service,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
369,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1102,Web Service,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
370,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1104,Multi-Stage Channels,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
371,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1104,Multi-Stage Channels,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
372,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1104,Multi-Stage Channels,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
373,veris,1.3.5,action.hacking,action.hacking.variety.Unknown,Unknown,related-to,T1105,Ingress Tool Transfer,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
374,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1105,Ingress Tool Transfer,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
375,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1105,Ingress Tool Transfer,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
376,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1132,Data Encoding,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
377,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1132,Data Encoding,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
378,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1132,Data Encoding,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
379,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
380,veris,1.3.5,action.hacking,action.hacking.variety.Use of stolen creds,Use of stolen authentication credentials (including credential stuffing),related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
381,veris,1.3.5,action.hacking,action.hacking.vector.3rd party desktop,"3rd party online desktop sharing (LogMeIn, Go2Assist)",related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
382,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
383,veris,1.3.5,action.hacking,action.hacking.vector.Desktop sharing software,Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
384,veris,1.3.5,action.malware,action.malware.variety.Backdoor,Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
385,veris,1.3.5,action.malware,action.malware.variety.Exploit vuln,"Exploit vulnerability in code (vs misconfig or weakness). This can be used with other malware enumerations, (such as Remote injection when a Remote injection vuln exists.)",related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
386,veris,1.3.5,action.malware,action.malware.vector.Remote injection,Remotely injected by agent (i.e. via SQLi),related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
387,veris,1.3.5,action.malware,action.malware.vector.Web application,Web application. Parent of 'Web application - download' and 'Web application - drive-by.,related-to,T1133,External Remote Services,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
388,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1205,Traffic Signaling,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
389,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1205,Traffic Signaling,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
390,veris,1.3.5,action.malware,action.malware.variety.C2,Command and control (C2),related-to,T1205,Traffic Signaling,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
391,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1505,Server Software Component,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
392,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1505,Server Software Component,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
393,veris,1.3.5,action.malware,action.malware.variety.Backdoor,Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',related-to,T1505,Server Software Component,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
394,veris,1.3.5,action.hacking,action.hacking.variety.Use of backdoor or C2,Use of Backdoor or C2 channel,related-to,T1505.003,Server Software Component: Web Shell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
395,veris,1.3.5,action.hacking,action.hacking.vector.Backdoor or C2,Backdoor or command and control channel,related-to,T1505.003,Server Software Component: Web Shell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
396,veris,1.3.5,action.malware,action.malware.variety.Backdoor,Backdoor (enable remote access). Child of 'RAT' when combined with 'Trojan',related-to,T1505.003,Server Software Component: Web Shell,9.0,enterprise,,,,[],,,08/26/2021,08/26/2021
